"優先Tier","カテゴリ","施設名","エリア","市区町村","きょうのこ掲載URL","公式サイト","問い合わせ方法","Instagram","メディア窓口","運営主体・所感"
"C","遊園地","阿蘇ファームランド","熊本県","阿蘇郡南阿蘇村","https://kyounoko.jp/spot/-qavf","","","","",""
"C","公園","健民海浜公園","石川県","金沢市","https://kyounoko.jp/spot/-c6mb","","","","",""
"C","遊園地","手取フィッシュランド","石川県","能美市","https://kyounoko.jp/spot/-zeib","","","","",""
"C","公園","小田原こどもの森公園わんぱくらんど","神奈川県","小田原市","https://kyounoko.jp/spot/-45ei","","","","",""
"C","公園","こどもの国（横浜）","神奈川県","横浜市","https://kyounoko.jp/spot/-seao","","","","",""
"C","公園","辻堂海浜公園","神奈川県","藤沢市","https://kyounoko.jp/spot/-xmrt","","","","",""
"C","公園","生田緑地","神奈川県","川崎市","https://kyounoko.jp/spot/-ulqk","","","","",""
"C","公園","こどもの国 アクアシスパーク","神奈川県","横浜市","https://kyounoko.jp/spot/-vcc5","","","","",""
"C","公園","県立四季の森公園 じゃぶじゃぶ池","神奈川県","横浜市","https://kyounoko.jp/spot/-lryo","","","","",""
"C","遊園地","辻堂海浜公園 ジャンボプール","神奈川県","藤沢市","https://kyounoko.jp/spot/-yrt1","","","","",""
"C","公園","西山公園","福井県","鯖江市","https://kyounoko.jp/spot/-mr41","","","","",""
"C","公園","武生中央公園 だるまちゃん広場","福井県","越前市","https://kyounoko.jp/spot/-bo4a","","","","",""
"C","公園","トリムパークかなづ","福井県","あわら市","https://kyounoko.jp/spot/-04b2","","","","",""
"C","公園","海の中道海浜公園","福岡県","福岡市","https://kyounoko.jp/spot/-28b8","","","","",""
"C","公園","のこのしまアイランドパーク","福岡県","福岡市","https://kyounoko.jp/spot/-r0vv","","","","",""
"C","公園","響灘緑地（グリーンパーク）","福岡県","北九州市","https://kyounoko.jp/spot/-bfcu","","","","",""
"C","公園","諏訪公園","福岡県","大牟田市","https://kyounoko.jp/spot/-jfzf","","","","",""
"C","公園","安達ヶ原ふるさと村","福島県","二本松市","https://kyounoko.jp/spot/-g461","","","","",""
"C","公園","三春の里 田園生活館","福島県","三春町","https://kyounoko.jp/spot/-molp","","","","",""
"C","公園","鶴ヶ城（会津若松城）","福島県","会津若松市","https://kyounoko.jp/spot/-hj29","","","","",""
"C","遊園地","スパリゾートハワイアンズ","福島県","いわき市","https://kyounoko.jp/spot/-v5de","","","","",""
"C","公園","ポンポコ山公園","秋田県","八峰町","https://kyounoko.jp/spot/-wn58","","","","",""
"C","公園","秋田県立中央公園","秋田県","秋田市","https://kyounoko.jp/spot/-nx50","","","","",""
"C","公園","ぐんまこどもの国","群馬県","太田市","https://kyounoko.jp/spot/-x33s","","","","",""
"C","公園","華蔵寺公園","群馬県","伊勢崎市","https://kyounoko.jp/spot/-9hje","","","","",""
"C","遊園地","前橋市中央児童遊園 るなぱあく","群馬県","前橋市","https://kyounoko.jp/spot/-hl0f","","","","",""
"C","公園","国営ひたち海浜公園","茨城県","ひたちなか市","https://kyounoko.jp/spot/-kkom","","","","",""
"C","公園","茨城県フラワーパーク","茨城県","石岡市","https://kyounoko.jp/spot/-is1o","","","","",""
"C","公園","笠間芸術の森公園","茨城県","笠間市","https://kyounoko.jp/spot/-73ea","","","","",""
"C","遊園地","国営ひたち海浜公園 大観覧車","茨城県","ひたちなか市","https://kyounoko.jp/spot/-w4e1","","","","",""
"C","公園","長崎東公園","長崎県","長崎市","https://kyounoko.jp/spot/-sawc","","","","",""
"C","公園","あぐりの丘","長崎県","長崎市","https://kyounoko.jp/spot/-10j2","","","","",""
"C","公園","長崎県立総合運動公園","長崎県","諫早市","https://kyounoko.jp/spot/-z7u2","","","","",""
"C","公園","のぞみ公園","長崎県","諫早市","https://kyounoko.jp/spot/-ec0q","","","","",""
"C","遊園地","ハウステンボス","長崎県","佐世保市","https://kyounoko.jp/spot/-lupq","","","","",""
"C","公園","かざこし子どもの森公園","長野県","飯田市","https://kyounoko.jp/spot/-xwbb","","","","",""
"C","公園","佐久平ハイウェイオアシス パラダ","長野県","佐久市","https://kyounoko.jp/spot/-ugi7","","","","",""
"C","遊園地","軽井沢おもちゃ王国","長野県","嬬恋村※群馬側","https://kyounoko.jp/spot/-73dd","","","","",""
"C","遊園地","忍者の里 チビッ子忍者村","長野県","長野市","https://kyounoko.jp/spot/-1w5v","","","","",""
"C","公園","新青森県総合運動公園","青森県","青森市","https://kyounoko.jp/spot/-knl4","","","","",""
"C","公園","モヤヒルズ","青森県","青森市","https://kyounoko.jp/spot/-hfjo","","","","",""
"C","遊園地","八戸公園（こどもの国）","青森県","八戸市","https://kyounoko.jp/spot/-sbfl","","","","",""
"C","遊園地","ぐりんぱ（富士山2合目）","静岡県","裾野市","https://kyounoko.jp/spot/-fmyc","","","","",""
"C","遊園地","伊豆ぐらんぱる公園","静岡県","伊東市","https://kyounoko.jp/spot/-iey1","","","","",""
"C","公園","国営讃岐まんのう公園","香川県","仲多度郡まんのう町","https://kyounoko.jp/spot/-uyx5","","","","",""
"C","公園","さぬきこどもの国","香川県","高松市","https://kyounoko.jp/spot/-00g7","","","","",""
"C","公園","沙弥島","香川県","坂出市","https://kyounoko.jp/spot/-3uei","","","","",""
"C","公園","亀鶴公園","香川県","さぬき市","https://kyounoko.jp/spot/-h26s","","","","",""
"C","遊園地","NEWレオマワールド","香川県","丸亀市","https://kyounoko.jp/spot/NEW-njn9","","","","",""
"C","公園","秦山公園","高知県","香南市","https://kyounoko.jp/spot/-6bl7","","","","",""
"C","公園","比島交通公園","高知県","高知市","https://kyounoko.jp/spot/-wxgt","","","","",""
"C","公園","高知県立牧野植物園","高知県","高知市","https://kyounoko.jp/spot/-78e8","","","","",""
"C","公園","月見山こどもの森","高知県","芸西村","https://kyounoko.jp/spot/-ljmw","","","","",""
"C","公園","鳥取砂丘","鳥取県","鳥取市","https://kyounoko.jp/spot/-s4i5","","","","",""
"C","公園","鳥取砂丘こどもの国","鳥取県","鳥取市","https://kyounoko.jp/spot/-y29k","","","","",""
"C","公園","アイエム電子 鳥取砂丘こどもの国","鳥取県","鳥取市","https://kyounoko.jp/spot/-2ref","","","","",""
"C","公園","とっとり花回廊","鳥取県","南部町","https://kyounoko.jp/spot/-mjfg","","","","",""
"C","公園","米子水鳥公園","鳥取県","米子市","https://kyounoko.jp/spot/-njzm","","","","",""
"C","公園","鳥取県立 むきばんだ史跡公園","鳥取県","米子市","https://kyounoko.jp/spot/-tk6n","","","","",""
"C","公園","日南町オシドリ観察小屋","鳥取県","日南町","https://kyounoko.jp/spot/-yuft","","","","",""
"C","公園","道の駅 大栄 すいかの里","鳥取県","北栄町","https://kyounoko.jp/spot/-qvar","","","","",""
"C","公園","鹿児島県立吉野公園","鹿児島県","鹿児島市","https://kyounoko.jp/spot/-mdr8","","","","",""
"C","公園","鹿児島市中央公園","鹿児島県","鹿児島市","https://kyounoko.jp/spot/-61tv","","","","",""
"C","公園","鹿児島県立大隅広域公園","鹿児島県","鹿屋市","https://kyounoko.jp/spot/-2370","","","","",""
"C","公園","谷山第二中央公園","鹿児島県","鹿児島市","https://kyounoko.jp/spot/-pvx6","","","","",""
"C","遊園地","鹿児島ふれあいスポーツランド","鹿児島県","鹿児島市","https://kyounoko.jp/spot/-51de","","","","",""
